Customer_ID,Signup_Date,Signup_Month,Region,Plan,Acquisition_Channel,Monthly_Fee,Tenure_Months,Support_Tickets,Usage_Score,Payment_Issues,Discount_Used,Churned,Churn_Date,Churn_Reason,Customer_Lifetime_Value
CUST-0239,2025-01-01,2025-01,Europe,Basic,Paid Ads,19,9,2,71,No,No,Yes,2025-09-23,Low product usage,171
CUST-0240,2025-02-23,2025-02,North America,Basic,Paid Ads,19,5,2,32,No,Yes,Yes,2025-06-28,Low product usage,95
CUST-0241,2025-08-11,2025-08,North America,Basic,Organic Search,19,5,2,80,No,No,Yes,2025-12-13,Missing features,95
CUST-0242,2025-09-09,2025-09,Europe,Basic,Paid Ads,19,2,1,80,No,Yes,Yes,2025-10-06,Missing features,38
CUST-0243,2025-02-11,2025-02,North America,Basic,Social Media,19,6,0,61,No,No,Yes,2025-07-13,Low product usage,114
CUST-0244,2025-04-26,2025-04,Europe,Pro,Organic Search,49,5,1,60,No,No,Yes,2025-08-25,Payment issue,245
CUST-0245,2025-08-03,2025-08,Middle East,Enterprise,Partner,149,3,0,70,No,No,Yes,2025-10-06,Switched competitor,447
CUST-0246,2025-10-20,2025-10,Middle East,Pro,Organic Search,49,3,1,56,No,No,No,,,147
CUST-0247,2025-12-16,2025-12,Asia-Pacific,Basic,Referral,19,1,2,42,No,No,Yes,2025-12-31,Low product usage,19
CUST-0248,2025-10-10,2025-10,North America,Basic,Paid Ads,19,3,3,32,No,No,Yes,2025-12-31,Low product usage,57
CUST-0249,2025-02-21,2025-02,Europe,Enterprise,Organic Search,149,11,0,97,No,No,No,,,1639
CUST-0250,2025-05-02,2025-05,Europe,Basic,Organic Search,19,8,1,66,No,No,No,,,152
CUST-0251,2025-06-14,2025-06,Europe,Basic,Referral,19,7,2,66,No,No,No,,,133
CUST-0252,2025-03-11,2025-03,Europe,Pro,Referral,49,2,3,100,No,Yes,Yes,2025-04-05,Switched competitor,98
CUST-0253,2025-12-27,2025-12,Europe,Basic,Paid Ads,19,1,0,79,No,Yes,No,,,19
CUST-0254,2025-08-17,2025-08,Asia-Pacific,Basic,Referral,19,5,1,63,No,No,No,,,95
CUST-0255,2025-04-20,2025-04,Middle East,Pro,Referral,49,3,1,86,Yes,No,Yes,2025-06-16,Payment issue,147
CUST-0256,2025-11-04,2025-11,North America,Pro,Referral,49,2,3,58,No,No,No,,,98
CUST-0257,2025-08-24,2025-08,Europe,Basic,Referral,19,5,2,38,Yes,No,No,,,95
CUST-0258,2025-06-02,2025-06,Europe,Pro,Paid Ads,49,7,1,83,No,No,Yes,2025-12-03,Low product usage,343
CUST-0259,2025-06-13,2025-06,Middle East,Pro,Referral,49,2,2,67,No,No,Yes,2025-07-17,Payment issue,98
CUST-0260,2025-06-25,2025-06,North America,Pro,Paid Ads,49,6,2,29,No,No,Yes,2025-11-19,Missing features,294
CUST-0261,2025-10-14,2025-10,North America,Pro,Referral,49,3,1,74,No,No,No,,,147
CUST-0262,2025-05-14,2025-05,Europe,Pro,Organic Search,49,8,3,76,No,No,No,,,392
CUST-0263,2025-04-13,2025-04,Asia-Pacific,Basic,Social Media,19,2,2,54,No,Yes,Yes,2025-05-13,Missing features,38
CUST-0264,2025-04-01,2025-04,North America,Basic,Paid Ads,19,8,2,85,No,Yes,Yes,2025-11-30,Price too high,152
CUST-0265,2025-07-11,2025-07,Asia-Pacific,Enterprise,Social Media,149,6,0,75,Yes,No,No,,,894
CUST-0266,2025-02-03,2025-02,North America,Pro,Organic Search,49,11,1,43,No,No,No,,,539
CUST-0267,2025-01-12,2025-01,North America,Pro,Paid Ads,49,3,1,63,No,No,Yes,2025-03-08,Poor support experience,147
CUST-0268,2025-12-01,2025-12,North America,Pro,Organic Search,49,1,1,71,No,No,No,,,49
CUST-0269,2025-12-18,2025-12,North America,Pro,Referral,49,1,1,55,No,Yes,No,,,49
CUST-0270,2025-02-23,2025-02,Middle East,Basic,Organic Search,19,11,2,34,No,No,Yes,2025-12-31,Payment issue,209
CUST-0271,2025-10-21,2025-10,North America,Pro,Organic Search,49,3,0,65,No,No,No,,,147
CUST-0272,2025-08-26,2025-08,Asia-Pacific,Basic,Social Media,19,2,2,41,No,No,Yes,2025-09-20,Price too high,38
CUST-0273,2025-03-12,2025-03,North America,Pro,Paid Ads,49,10,0,77,No,Yes,No,,,490
CUST-0274,2025-02-27,2025-02,Middle East,Basic,Partner,19,11,2,48,No,No,No,,,209
CUST-0275,2025-07-30,2025-07,North America,Basic,Referral,19,6,4,57,No,No,No,,,114
CUST-0276,2025-11-13,2025-11,Middle East,Basic,Organic Search,19,2,1,77,No,No,No,,,38
CUST-0277,2025-01-28,2025-01,Asia-Pacific,Basic,Paid Ads,19,9,0,59,Yes,No,Yes,2025-09-27,Payment issue,171
CUST-0278,2025-08-18,2025-08,Europe,Basic,Organic Search,19,2,4,51,Yes,No,Yes,2025-09-20,Price too high,38
CUST-0279,2025-02-16,2025-02,Asia-Pacific,Pro,Referral,49,11,3,53,No,No,No,,,539
CUST-0280,2025-12-04,2025-12,North America,Basic,Social Media,19,1,3,51,No,No,Yes,2025-12-31,Missing features,19
CUST-0281,2025-07-29,2025-07,Middle East,Basic,Organic Search,19,3,3,47,No,No,Yes,2025-09-28,Price too high,57
CUST-0282,2025-11-21,2025-11,Europe,Pro,Social Media,49,2,0,76,No,Yes,No,,,98
CUST-0283,2025-01-25,2025-01,Europe,Pro,Referral,49,4,3,53,No,No,Yes,2025-04-30,Missing features,196
CUST-0284,2025-06-14,2025-06,Europe,Basic,Partner,19,4,4,39,No,No,Yes,2025-09-13,Missing features,76
CUST-0285,2025-09-20,2025-09,Middle East,Basic,Social Media,19,4,1,14,No,Yes,No,,,76
CUST-0286,2025-12-30,2025-12,Asia-Pacific,Pro,Paid Ads,49,1,1,53,No,No,No,,,49
CUST-0287,2025-10-20,2025-10,Middle East,Enterprise,Referral,149,2,2,62,No,No,Yes,2025-11-15,Price too high,298
CUST-0288,2025-03-16,2025-03,North America,Basic,Organic Search,19,2,3,4,No,Yes,Yes,2025-04-14,Low product usage,38
CUST-0289,2025-10-05,2025-10,Asia-Pacific,Basic,Organic Search,19,3,3,33,No,No,No,,,57
CUST-0290,2025-12-23,2025-12,Middle East,Basic,Partner,19,1,0,84,No,No,No,,,19
CUST-0291,2025-01-07,2025-01,North America,Pro,Social Media,49,10,2,53,No,No,Yes,2025-10-31,Poor support experience,490
CUST-0292,2025-03-03,2025-03,Europe,Basic,Paid Ads,19,6,3,72,No,No,Yes,2025-08-05,Missing features,114
CUST-0293,2025-12-05,2025-12,Middle East,Basic,Paid Ads,19,1,4,67,No,No,No,,,19
CUST-0294,2025-09-16,2025-09,Europe,Basic,Paid Ads,19,4,0,85,No,No,No,,,76
CUST-0295,2025-10-15,2025-10,Asia-Pacific,Pro,Organic Search,49,3,1,50,No,No,No,,,147
CUST-0296,2025-06-14,2025-06,Middle East,Basic,Organic Search,19,7,2,83,Yes,No,No,,,133
CUST-0297,2025-02-12,2025-02,North America,Enterprise,Partner,149,11,1,75,No,No,No,,,1639
CUST-0298,2025-03-20,2025-03,Middle East,Basic,Organic Search,19,10,2,60,No,Yes,Yes,2025-12-19,Price too high,190
CUST-0299,2025-10-27,2025-10,Asia-Pacific,Basic,Paid Ads,19,3,1,54,No,No,No,,,57
CUST-0300,2025-12-05,2025-12,North America,Basic,Organic Search,19,1,2,22,No,No,No,,,19
CUST-0301,2025-06-02,2025-06,Asia-Pacific,Pro,Social Media,49,4,1,50,No,No,Yes,2025-09-04,Low product usage,196
CUST-0302,2025-10-08,2025-10,North America,Enterprise,Social Media,149,3,2,66,No,No,No,,,447
CUST-0303,2025-05-10,2025-05,North America,Basic,Social Media,19,5,3,26,No,No,Yes,2025-09-03,Low product usage,95
CUST-0304,2025-10-25,2025-10,North America,Basic,Organic Search,19,3,1,48,No,No,No,,,57
CUST-0305,2025-06-06,2025-06,North America,Pro,Referral,49,7,2,25,No,No,No,,,343
CUST-0306,2025-09-03,2025-09,Europe,Basic,Organic Search,19,4,1,51,No,No,No,,,76
CUST-0307,2025-11-17,2025-11,North America,Basic,Organic Search,19,2,1,54,No,No,No,,,38
CUST-0308,2025-10-10,2025-10,Asia-Pacific,Basic,Paid Ads,19,3,1,46,No,No,No,,,57
CUST-0309,2025-09-14,2025-09,Europe,Basic,Paid Ads,19,4,0,25,No,No,No,,,76
CUST-0310,2025-10-17,2025-10,Asia-Pacific,Pro,Referral,49,2,0,69,No,No,Yes,2025-11-16,Price too high,98
CUST-0311,2025-12-09,2025-12,Asia-Pacific,Basic,Paid Ads,19,1,0,58,Yes,No,No,,,19
CUST-0312,2025-12-27,2025-12,Middle East,Enterprise,Organic Search,149,1,1,52,No,No,No,,,149
CUST-0313,2025-10-28,2025-10,Asia-Pacific,Pro,Paid Ads,49,3,0,95,No,No,No,,,147
CUST-0314,2025-11-06,2025-11,Asia-Pacific,Basic,Paid Ads,19,2,2,76,No,Yes,No,,,38
CUST-0315,2025-03-02,2025-03,Europe,Pro,Paid Ads,49,10,3,85,No,No,No,,,490
CUST-0316,2025-04-03,2025-04,Europe,Basic,Partner,19,9,0,26,No,No,No,,,171
CUST-0317,2025-04-04,2025-04,Europe,Pro,Organic Search,49,4,0,30,No,Yes,Yes,2025-07-06,Payment issue,196
CUST-0318,2025-09-16,2025-09,Asia-Pacific,Pro,Referral,49,4,3,100,No,No,No,,,196
CUST-0319,2025-11-05,2025-11,North America,Pro,Partner,49,2,1,50,No,No,No,,,98
CUST-0320,2025-09-04,2025-09,Europe,Pro,Referral,49,4,1,37,No,Yes,No,,,196
CUST-0321,2025-05-26,2025-05,Europe,Pro,Organic Search,49,7,3,69,Yes,No,Yes,2025-11-23,Payment issue,343
CUST-0322,2025-05-10,2025-05,Europe,Basic,Referral,19,8,0,18,No,Yes,No,,,152
CUST-0323,2025-07-23,2025-07,Asia-Pacific,Pro,Referral,49,6,1,48,No,Yes,No,,,294
CUST-0324,2025-03-24,2025-03,Middle East,Basic,Social Media,19,10,2,36,No,Yes,Yes,2025-12-31,Missing features,190
CUST-0325,2025-08-13,2025-08,Asia-Pacific,Basic,Partner,19,5,1,53,No,No,No,,,95
CUST-0326,2025-03-22,2025-03,North America,Basic,Paid Ads,19,10,1,38,No,Yes,No,,,190
CUST-0327,2025-08-21,2025-08,Europe,Enterprise,Organic Search,149,5,0,80,No,No,No,,,745
CUST-0328,2025-10-22,2025-10,Europe,Basic,Paid Ads,19,3,1,56,No,No,No,,,57
CUST-0329,2025-09-04,2025-09,North America,Basic,Referral,19,4,4,54,No,No,Yes,2025-12-02,Low product usage,76
CUST-0330,2025-02-17,2025-02,Middle East,Basic,Paid Ads,19,11,1,51,No,Yes,No,,,209
CUST-0331,2025-11-13,2025-11,Middle East,Basic,Organic Search,19,2,5,76,No,Yes,No,,,38
CUST-0332,2025-09-04,2025-09,North America,Basic,Social Media,19,4,3,38,No,Yes,No,,,76
CUST-0333,2025-03-07,2025-03,Middle East,Basic,Paid Ads,19,7,0,49,No,No,Yes,2025-09-01,Low product usage,133
CUST-0334,2025-02-21,2025-02,Middle East,Basic,Organic Search,19,11,1,51,No,No,No,,,209
CUST-0335,2025-02-21,2025-02,Asia-Pacific,Pro,Paid Ads,49,3,2,58,No,No,Yes,2025-04-23,Missing features,147
CUST-0336,2025-11-19,2025-11,Middle East,Basic,Social Media,19,2,1,76,No,No,Yes,2025-12-31,Low product usage,38
CUST-0337,2025-11-19,2025-11,Middle East,Basic,Organic Search,19,2,1,72,No,No,No,,,38
CUST-0338,2025-12-14,2025-12,North America,Enterprise,Referral,149,1,0,67,No,No,No,,,149
CUST-0339,2025-09-07,2025-09,Europe,Pro,Organic Search,49,4,0,54,No,No,No,,,196
CUST-0340,2025-07-27,2025-07,North America,Pro,Organic Search,49,6,1,83,No,No,No,,,294
CUST-0341,2025-08-19,2025-08,North America,Basic,Organic Search,19,2,1,28,No,No,Yes,2025-09-15,Low product usage,38
CUST-0342,2025-02-18,2025-02,Asia-Pacific,Basic,Paid Ads,19,11,3,57,No,Yes,Yes,2025-12-31,Low product usage,209
CUST-0343,2025-06-16,2025-06,Europe,Enterprise,Social Media,149,7,2,66,No,No,No,,,1043
CUST-0344,2025-10-01,2025-10,North America,Basic,Paid Ads,19,2,2,36,No,No,Yes,2025-11-27,Low product usage,38
CUST-0345,2025-08-29,2025-08,Middle East,Pro,Paid Ads,49,5,1,52,No,No,No,,,245
CUST-0346,2025-08-12,2025-08,North America,Basic,Referral,19,5,1,66,No,No,No,,,95
CUST-0347,2025-05-26,2025-05,Europe,Pro,Organic Search,49,8,1,74,No,Yes,Yes,2025-12-31,Low product usage,392
CUST-0348,2025-03-06,2025-03,Middle East,Pro,Organic Search,49,9,2,85,No,No,Yes,2025-11-02,Price too high,441
CUST-0349,2025-08-29,2025-08,Asia-Pacific,Basic,Organic Search,19,5,2,56,No,No,No,,,95
CUST-0350,2025-02-18,2025-02,Asia-Pacific,Pro,Paid Ads,49,2,1,53,No,No,Yes,2025-03-23,Missing features,98
CUST-0351,2025-05-10,2025-05,North America,Basic,Paid Ads,19,3,4,63,No,Yes,Yes,2025-07-08,Poor support experience,57
CUST-0352,2025-07-22,2025-07,North America,Pro,Organic Search,49,2,2,48,No,No,Yes,2025-08-18,Missing features,98
CUST-0353,2025-12-18,2025-12,Asia-Pacific,Pro,Partner,49,1,1,63,No,No,No,,,49
CUST-0354,2025-03-06,2025-03,North America,Basic,Paid Ads,19,2,1,41,No,No,Yes,2025-04-06,Low product usage,38
CUST-0355,2025-03-10,2025-03,North America,Basic,Referral,19,10,0,46,No,No,No,,,190
CUST-0356,2025-10-05,2025-10,North America,Basic,Referral,19,3,1,62,Yes,No,No,,,57
CUST-0357,2025-12-04,2025-12,Asia-Pacific,Enterprise,Organic Search,149,1,0,47,No,No,No,,,149
CUST-0358,2025-06-14,2025-06,Europe,Basic,Organic Search,19,3,2,46,No,Yes,Yes,2025-08-17,Missing features,57
CUST-0359,2025-07-18,2025-07,Europe,Pro,Referral,49,6,1,85,No,Yes,No,,,294
CUST-0360,2025-02-01,2025-02,Middle East,Basic,Social Media,19,4,3,26,Yes,No,Yes,2025-05-30,Switched competitor,76
CUST-0361,2025-02-19,2025-02,North America,Basic,Paid Ads,19,11,2,79,No,No,No,,,209
CUST-0362,2025-09-16,2025-09,North America,Basic,Partner,19,4,1,60,No,No,No,,,76
CUST-0363,2025-06-15,2025-06,Europe,Pro,Organic Search,49,7,2,27,No,No,No,,,343
CUST-0364,2025-06-04,2025-06,Asia-Pacific,Basic,Organic Search,19,7,1,83,No,No,No,,,133
CUST-0365,2025-05-16,2025-05,Europe,Basic,Organic Search,19,8,2,47,No,No,No,,,152
CUST-0366,2025-11-01,2025-11,North America,Pro,Social Media,49,2,0,89,No,No,No,,,98
CUST-0367,2025-03-03,2025-03,North America,Enterprise,Referral,149,3,1,74,No,No,Yes,2025-05-05,Missing features,447
CUST-0368,2025-06-17,2025-06,North America,Basic,Organic Search,19,7,2,37,No,No,Yes,2025-12-18,Missing features,133
CUST-0369,2025-10-08,2025-10,North America,Basic,Paid Ads,19,3,2,45,Yes,No,Yes,2025-12-31,Switched competitor,57
CUST-0370,2025-09-26,2025-09,North America,Basic,Social Media,19,4,0,91,Yes,No,No,,,76
CUST-0371,2025-01-13,2025-01,North America,Pro,Paid Ads,49,7,2,38,No,No,Yes,2025-07-07,Low product usage,343
CUST-0372,2025-11-14,2025-11,Asia-Pacific,Enterprise,Social Media,149,2,3,78,No,No,Yes,2025-12-12,Poor support experience,298
CUST-0373,2025-04-19,2025-04,Europe,Basic,Organic Search,19,2,0,58,Yes,No,Yes,2025-05-23,Switched competitor,38
CUST-0374,2025-09-27,2025-09,North America,Basic,Organic Search,19,2,2,30,Yes,No,Yes,2025-10-28,Missing features,38
CUST-0375,2025-12-06,2025-12,Middle East,Pro,Social Media,49,1,4,72,No,No,No,,,49
CUST-0376,2025-12-30,2025-12,North America,Basic,Social Media,19,1,1,52,No,No,No,,,19
CUST-0377,2025-01-12,2025-01,Asia-Pacific,Basic,Organic Search,19,7,0,56,Yes,No,Yes,2025-07-10,Payment issue,133
CUST-0378,2025-01-16,2025-01,Asia-Pacific,Enterprise,Organic Search,149,12,0,91,No,No,No,,,1788
CUST-0379,2025-10-25,2025-10,Asia-Pacific,Pro,Social Media,49,3,1,94,No,Yes,No,,,147
CUST-0380,2025-10-17,2025-10,North America,Enterprise,Paid Ads,149,3,1,73,No,No,No,,,447
CUST-0381,2025-07-31,2025-07,North America,Enterprise,Social Media,149,5,2,52,No,No,Yes,2025-11-02,Missing features,745
CUST-0382,2025-11-07,2025-11,North America,Pro,Organic Search,49,2,1,52,No,No,No,,,98
CUST-0383,2025-12-31,2025-12,North America,Pro,Paid Ads,49,1,1,69,No,No,No,,,49
CUST-0384,2025-05-19,2025-05,North America,Enterprise,Referral,149,8,1,87,No,No,No,,,1192
CUST-0385,2025-07-14,2025-07,Europe,Pro,Partner,49,2,0,58,No,No,Yes,2025-08-09,Low product usage,98
CUST-0386,2025-01-22,2025-01,North America,Enterprise,Paid Ads,149,12,1,75,No,No,No,,,1788
CUST-0387,2025-11-27,2025-11,Middle East,Basic,Organic Search,19,2,2,13,No,Yes,No,,,38
CUST-0388,2025-04-02,2025-04,Asia-Pacific,Basic,Social Media,19,5,2,49,No,No,Yes,2025-08-02,Missing features,95
CUST-0389,2025-02-13,2025-02,Europe,Pro,Social Media,49,11,0,64,No,No,No,,,539
CUST-0390,2025-08-17,2025-08,North America,Basic,Social Media,19,5,2,54,No,Yes,No,,,95
CUST-0391,2025-04-22,2025-04,Europe,Pro,Paid Ads,49,5,3,79,No,No,Yes,2025-08-17,Price too high,245
CUST-0392,2025-06-28,2025-06,Asia-Pacific,Basic,Referral,19,7,2,42,No,Yes,No,,,133
CUST-0393,2025-04-01,2025-04,Middle East,Enterprise,Paid Ads,149,5,3,82,No,No,Yes,2025-08-01,Price too high,745
CUST-0394,2025-12-22,2025-12,North America,Pro,Paid Ads,49,1,2,79,Yes,No,No,,,49
CUST-0395,2025-09-28,2025-09,Europe,Enterprise,Referral,149,4,4,54,No,No,No,,,596
CUST-0396,2025-03-08,2025-03,Europe,Pro,Referral,49,10,0,68,No,No,Yes,2025-12-31,Missing features,490
CUST-0397,2025-11-23,2025-11,Middle East,Basic,Referral,19,2,2,61,No,No,Yes,2025-12-31,Low product usage,38
CUST-0398,2025-10-19,2025-10,North America,Pro,Organic Search,49,3,1,82,No,No,No,,,147
CUST-0399,2025-11-18,2025-11,Asia-Pacific,Basic,Social Media,19,2,0,62,No,Yes,No,,,38
CUST-0400,2025-12-14,2025-12,Europe,Basic,Organic Search,19,1,1,25,No,No,No,,,19
CUST-0401,2025-05-24,2025-05,North America,Pro,Paid Ads,49,8,1,65,No,No,No,,,392
CUST-0402,2025-07-10,2025-07,Asia-Pacific,Basic,Organic Search,19,4,1,63,No,No,Yes,2025-10-10,Switched competitor,76
CUST-0403,2025-03-20,2025-03,Asia-Pacific,Basic,Referral,19,10,0,50,Yes,No,Yes,2025-12-10,Payment issue,190
CUST-0404,2025-11-01,2025-11,North America,Enterprise,Social Media,149,2,2,94,No,Yes,No,,,298
CUST-0405,2025-04-18,2025-04,North America,Basic,Organic Search,19,3,1,72,Yes,Yes,Yes,2025-06-21,Payment issue,57
CUST-0406,2025-02-22,2025-02,Europe,Basic,Organic Search,19,2,3,76,No,Yes,Yes,2025-03-28,Switched competitor,38
CUST-0407,2025-10-04,2025-10,North America,Basic,Paid Ads,19,3,1,47,Yes,No,No,,,57
CUST-0408,2025-12-20,2025-12,Middle East,Pro,Organic Search,49,1,2,42,No,No,No,,,49
CUST-0409,2025-08-27,2025-08,North America,Pro,Social Media,49,5,1,60,No,No,No,,,245
CUST-0410,2025-05-13,2025-05,Europe,Enterprise,Referral,149,2,0,48,No,No,Yes,2025-06-14,Price too high,298
CUST-0411,2025-09-03,2025-09,North America,Basic,Social Media,19,4,1,49,Yes,No,No,,,76
CUST-0412,2025-09-30,2025-09,Europe,Basic,Organic Search,19,4,2,65,No,Yes,No,,,76
CUST-0413,2025-10-18,2025-10,Europe,Pro,Organic Search,49,3,1,61,No,No,No,,,147
CUST-0414,2025-10-12,2025-10,Europe,Basic,Organic Search,19,3,0,68,No,No,No,,,57
CUST-0415,2025-02-01,2025-02,Asia-Pacific,Basic,Social Media,19,2,3,40,Yes,Yes,Yes,2025-03-06,Low product usage,38
CUST-0416,2025-11-12,2025-11,North America,Pro,Referral,49,2,1,89,No,No,No,,,98
CUST-0417,2025-06-26,2025-06,Europe,Enterprise,Referral,149,4,0,73,No,Yes,Yes,2025-09-27,Payment issue,596
CUST-0418,2025-07-03,2025-07,North America,Basic,Organic Search,19,6,0,65,No,No,No,,,114
CUST-0419,2025-07-04,2025-07,North America,Pro,Partner,49,6,1,59,Yes,Yes,Yes,2025-12-06,Payment issue,294
CUST-0420,2025-08-22,2025-08,Middle East,Enterprise,Partner,149,5,0,62,No,No,Yes,2025-12-22,Payment issue,745
CUST-0421,2025-05-02,2025-05,North America,Pro,Partner,49,5,1,65,Yes,No,Yes,2025-09-02,Switched competitor,245
CUST-0422,2025-05-24,2025-05,North America,Basic,Social Media,19,2,3,65,No,No,Yes,2025-06-28,Missing features,38
CUST-0423,2025-10-24,2025-10,North America,Basic,Paid Ads,19,3,2,35,No,No,No,,,57
CUST-0424,2025-05-31,2025-05,North America,Basic,Partner,19,4,2,25,No,Yes,Yes,2025-08-28,Poor support experience,76
CUST-0425,2025-11-16,2025-11,Europe,Basic,Organic Search,19,2,4,69,No,No,No,,,38
CUST-0426,2025-02-27,2025-02,Asia-Pacific,Pro,Referral,49,5,1,53,No,No,Yes,2025-06-23,Switched competitor,245
CUST-0427,2025-11-01,2025-11,North America,Enterprise,Paid Ads,149,2,3,74,No,No,No,,,298
CUST-0428,2025-06-26,2025-06,North America,Basic,Social Media,19,7,3,61,No,No,No,,,133
CUST-0429,2025-08-11,2025-08,Asia-Pacific,Basic,Paid Ads,19,5,0,13,No,Yes,No,,,95
CUST-0430,2025-05-20,2025-05,North America,Basic,Organic Search,19,8,1,40,No,No,No,,,152
CUST-0431,2025-02-04,2025-02,North America,Basic,Organic Search,19,2,1,59,No,Yes,Yes,2025-03-02,Price too high,38
CUST-0432,2025-11-01,2025-11,Asia-Pacific,Pro,Partner,49,2,0,46,No,No,No,,,98
CUST-0433,2025-11-28,2025-11,Asia-Pacific,Pro,Social Media,49,2,1,55,No,No,No,,,98
CUST-0434,2025-05-22,2025-05,Middle East,Pro,Referral,49,2,1,54,No,No,Yes,2025-06-22,Low product usage,98
CUST-0435,2025-01-31,2025-01,Asia-Pacific,Basic,Organic Search,19,4,5,76,No,No,Yes,2025-04-04,Poor support experience,76
CUST-0436,2025-04-22,2025-04,North America,Pro,Paid Ads,49,3,1,72,Yes,No,Yes,2025-06-23,Price too high,147
CUST-0437,2025-11-24,2025-11,North America,Basic,Paid Ads,19,2,2,68,No,Yes,No,,,38
CUST-0438,2025-09-02,2025-09,Asia-Pacific,Basic,Social Media,19,4,2,33,Yes,No,No,,,76
CUST-0439,2025-07-03,2025-07,North America,Basic,Organic Search,19,6,4,54,No,No,No,,,114
CUST-0440,2025-07-16,2025-07,North America,Pro,Paid Ads,49,4,3,85,No,No,Yes,2025-10-09,Poor support experience,196
CUST-0441,2025-10-31,2025-10,Europe,Basic,Social Media,19,3,1,38,No,No,Yes,2025-12-30,Price too high,57
CUST-0442,2025-01-22,2025-01,North America,Basic,Referral,19,4,0,48,No,No,Yes,2025-04-19,Missing features,76
CUST-0443,2025-01-10,2025-01,Asia-Pacific,Basic,Organic Search,19,8,1,45,Yes,Yes,Yes,2025-08-10,Payment issue,152
CUST-0444,2025-11-12,2025-11,Asia-Pacific,Basic,Paid Ads,19,2,3,7,No,No,No,,,38
CUST-0445,2025-03-12,2025-03,Asia-Pacific,Basic,Organic Search,19,3,2,58,Yes,No,Yes,2025-05-11,Payment issue,57
CUST-0446,2025-08-13,2025-08,Europe,Basic,Organic Search,19,3,2,30,No,Yes,Yes,2025-10-07,Low product usage,57
CUST-0447,2025-02-15,2025-02,Europe,Pro,Organic Search,49,11,0,38,No,Yes,No,,,539
CUST-0448,2025-06-04,2025-06,North America,Basic,Organic Search,19,7,3,69,Yes,No,No,,,133
CUST-0449,2025-03-18,2025-03,Asia-Pacific,Pro,Paid Ads,49,7,2,91,Yes,No,Yes,2025-09-09,Switched competitor,343
CUST-0450,2025-04-01,2025-04,North America,Basic,Paid Ads,19,9,3,60,No,No,No,,,171
CUST-0451,2025-04-23,2025-04,Europe,Basic,Organic Search,19,8,1,59,No,Yes,Yes,2025-11-23,Price too high,152
CUST-0452,2025-03-11,2025-03,Europe,Basic,Paid Ads,19,10,2,42,No,Yes,No,,,190
CUST-0453,2025-08-31,2025-08,North America,Pro,Referral,49,5,1,54,No,No,Yes,2025-12-31,Price too high,245
CUST-0454,2025-08-29,2025-08,Europe,Pro,Paid Ads,49,5,0,88,No,Yes,No,,,245
CUST-0455,2025-04-22,2025-04,North America,Basic,Referral,19,4,3,66,No,No,Yes,2025-07-23,Low product usage,76
CUST-0456,2025-03-12,2025-03,Europe,Enterprise,Social Media,149,5,0,90,No,No,Yes,2025-07-11,Poor support experience,745
CUST-0457,2025-12-24,2025-12,Europe,Enterprise,Social Media,149,1,1,68,No,No,Yes,2025-12-31,Low product usage,149
CUST-0458,2025-01-27,2025-01,Europe,Basic,Referral,19,12,1,63,No,Yes,No,,,228
CUST-0459,2025-06-30,2025-06,Europe,Enterprise,Paid Ads,149,7,2,81,No,No,No,,,1043
CUST-0460,2025-12-11,2025-12,Asia-Pacific,Enterprise,Partner,149,1,3,91,No,Yes,No,,,149
CUST-0461,2025-05-28,2025-05,North America,Enterprise,Organic Search,149,3,1,82,No,No,Yes,2025-07-28,Switched competitor,447
CUST-0462,2025-10-05,2025-10,Europe,Enterprise,Paid Ads,149,3,1,72,No,Yes,No,,,447
CUST-0463,2025-06-21,2025-06,North America,Basic,Referral,19,7,1,76,No,No,No,,,133
CUST-0464,2025-05-28,2025-05,North America,Pro,Paid Ads,49,8,1,70,No,No,Yes,2025-12-31,Missing features,392
CUST-0465,2025-08-14,2025-08,North America,Basic,Referral,19,5,3,58,No,No,No,,,95
CUST-0466,2025-09-13,2025-09,Asia-Pacific,Pro,Partner,49,4,3,100,No,No,No,,,196
CUST-0467,2025-10-21,2025-10,Middle East,Pro,Referral,49,2,2,60,No,No,Yes,2025-11-25,Missing features,98
CUST-0468,2025-06-07,2025-06,Middle East,Basic,Organic Search,19,7,1,67,No,Yes,No,,,133
CUST-0469,2025-02-14,2025-02,Europe,Enterprise,Paid Ads,149,6,0,62,Yes,No,Yes,2025-07-14,Poor support experience,894
CUST-0470,2025-08-17,2025-08,North America,Enterprise,Referral,149,5,0,95,No,No,No,,,745
CUST-0471,2025-10-28,2025-10,North America,Pro,Organic Search,49,3,3,66,No,No,Yes,2025-12-31,Switched competitor,147
CUST-0472,2025-08-01,2025-08,Europe,Basic,Referral,19,5,2,48,No,No,No,,,95
CUST-0473,2025-08-26,2025-08,Middle East,Basic,Organic Search,19,5,1,79,No,Yes,No,,,95
CUST-0474,2025-01-15,2025-01,North America,Basic,Partner,19,11,4,67,No,No,Yes,2025-11-11,Poor support experience,209
CUST-0475,2025-12-21,2025-12,North America,Basic,Organic Search,19,1,0,74,No,No,No,,,19
CUST-0476,2025-02-09,2025-02,Middle East,Basic,Organic Search,19,7,4,71,No,No,Yes,2025-08-12,Poor support experience,133
CUST-0477,2025-03-15,2025-03,Europe,Basic,Paid Ads,19,10,1,56,No,Yes,No,,,190
CUST-0478,2025-02-28,2025-02,Asia-Pacific,Basic,Organic Search,19,11,2,57,No,No,No,,,209
